BLDGSUIT,BLDGID,BLDGNAME,SUITID,OCCPNAME,SUITSQFT,SUITETYPE_MRI,RANK,SQFTTYPE,UPDATED_SUITE_TYPE
NW1017375,NW1017,NW CULLMAN PARK LP,375,"EIG Services, Inc.",5013,,1,RSF,OFF
NW1017100,NW1017,NW CULLMAN PARK LP,100,"EIG Services, Inc.",15311,,1,RSF,OFF
BLK001C7-E1,BLK001,Blakeney Retail,C7-E1,"Casual Elegance of NC, LLC",2452,,1,GLA,RET
FFV003N-101,FFV003,Freshfields Village Expansion,N-101,Wyndham Vacation Rentals,0,RETL,1,GLA,RET
FFV001O-P203,FFV001,Freshfields Village,O-P203,Kiawah Development Partners LLC,0,,1,GLA,OFF
NW1002375,NW1002,NW BRIXHAM GREEN TWO LP,375,"LCL Insurance Services, LLC",1335,,1,RSF,OFF
DMN001C6.130,DMN001,Domain Northside Retail,C6.130,AT&T Mobility,6172,RETL,1,GLA,RET
PKLN07A135,PKLN07,Park Lane - Blk A Retail,A135,"Francesca's Collections, Inc.",0,,1,GLA,RET
FFV001R-Q100,FFV001,Freshfields Village,R-Q100,Scout & Molly's,0,,1,GLA,RET
NRG001R-655,NRG001,NW Northgate Mall LLC,R-655,T-Mobile Storage (Mall Level),0,RETL,1,GLA,RET
NRG001R-516,NRG001,NW Northgate Mall LLC,R-516,T-Mobile,0,RETL,1,GLA,RET
NRG001R-226,NRG001,NW Northgate Mall LLC,R-226,Wyatt & Dad,0,RETL,1,GLA,RET
DMN001Z1.100,DMN001,Domain Northside Retail,Z1.100,"Yard House USA, Inc.",10549,RETL,1,GLA,RET
DMN001C6.160,DMN001,Domain Northside Retail,C6.160,18/8 Salon,1518,RETL,1,GLA,RET
CV00011100,CV0001,100 Broadway,1100,"Tommy John, Inc.",17460,OFF,1,RSF,OFF
DMN001X5.120,DMN001,Domain Northside Retail,X5.120,Viva Day Spa,3800,RETL,1,GLA,RET
NW15181050,NW1518,NW Met LP - Office,1050,"ITI Communications, LLC",5996,,1,RSF,OFF
BLK001C4-A,BLK001,Blakeney Retail,C4-A,Starbucks Corporation,1800,,1,GLA,RET
NW15033301,NW1503,NW 230 Congress Street Propert,3301,Digital Prospectors Corp.,2450,,1,RSF,OFF
BLK001D1-A,BLK001,Blakeney Retail,D1-A,Chop't Creative Salad Company,3711,,1,GLA,RET
PKLN01105,PKLN01,Park Lane - 8070 Office,105,DOHH PLLC,0,,1,GLA,OFF
DMN001X4.152,DMN001,Domain Northside Retail,X4.152,Lotus & Cleaver,1500,RETL,1,GLA,RET
CV000100B01,CV0001,100 Broadway,00B01,XO Communications,0,OTHR,1,RSF,OTHER
DMN001V1.130,DMN001,Domain Northside Retail,V1.130,Jinya Ramen Bar,2231,RETL,1,GLA,RET
WAVE01C101,WAVE01,Waverly Place,C101,Esteem Me Expansion,3194,RETL,1,GLA,RET
PWP001114A,PWP001,Prestonwood Place,114A,Pho Bowl,0,RETL,1,GLA,RET
PWP001115,PWP001,Prestonwood Place,115,Gyu-Kaku,0,RETL,1,GLA,RET
BLK001C6-E,BLK001,Blakeney Retail,C6-E,Soft Surroundings,4509,,1,GLA,RET
NW1001325,NW1001,NW BRIXHAM GREEN ONE LP,325,"Montage Mortgage, LLC",0,,1,RSF,OFF
NW1517150,NW1517,NW Franklin Park LLC,150,"Hall Emery Real Estate, LLC",5195,,1,RSF,OFF
NW1003250,NW1003,NW BRIXHAM GREEN THREE LP,250,TransFirst Parent Corp.,8794,,1,RSF,OFF
BLK001C3-B,BLK001,Blakeney Retail,C3-B,K-LA Boutique,1467,,1,GLA,RET
FFV001R-H101,FFV001,Freshfields Village,R-H101,Las Olas,0,,1,GLA,RET
NW0021F200,NW0021,NW OFFICES ON SIX LP,F200,Red Mountain Management LLC,3090,,1,RSF,OFF
NW0045210,NW0045,NW GIBSON BUILDING LP,210,PRIMARY INTEGRATION SOLUTIONS,2353,,1,RSF,OFF
P460720,P460,460 Totten Pond,720,"Tego, Inc.",0,,1,GLA,OFF
DMN001X4.140,DMN001,Domain Northside Retail,X4.140,Kung Fu Saloon,5372,RETL,1,GLA,RET
NW1011204,NW1011,NW BALLANTYNE ONE LP,204,Numerix LLC,1246,,1,RSF,OFF
NW1517280,NW1517,NW Franklin Park LLC,280,"Acadia Healthcare Company, Inc.",7100,,1,RSF,OFF
CRS001F6-G,CRS001,Blakeney Crossing,F6-G,"Today's Outdoor Living, LLC",1290,,1,GLA,RET
NW15083R,NW1508,149-151 Pearl Street Owner LLC,3R,"Mini's Style, Inc.",700,,1,RSF,RET
PWP001151,PWP001,Prestonwood Place,151,Logie's on Belt Line,0,RETL,1,GLA,RET
FFV001R-N100,FFV001,Freshfields Village,R-N100,BB&T,0,,1,GLA,RET
DMN001W5.100,DMN001,Domain Northside Retail,W5.100,"Jack & Ginger,77/Rose, Wonder Bar (VDBSL-Series G)",12504,RETL,1,GLA,RET
DMN001W6.130,DMN001,Domain Northside Retail,W6.130,The Dogwood,5200,RETL,1,GLA,RET
NW0021D125,NW0021,NW OFFICES ON SIX LP,D125,"AGV Solutions, LLC",844,,1,RSF,OFF
DMN001W6.100,DMN001,Domain Northside Retail,W6.100,Lavaca Street Bar/Flyrite,5097,RETL,1,GLA,RET
DMN001X4.124,DMN001,Domain Northside Retail,X4.124,Tarka Domain Austin Texas LLC,2650,RETL,1,GLA,RET
NW1517100,NW1517,NW Franklin Park LLC,100,UBS Financial Services Inc.,6705,,1,RSF,OFF
NW1517800,NW1517,NW Franklin Park LLC,800,"Citizens Bank, N.A.",28223,,1,RSF,OFF
NRG001R-832,NRG001,NW Northgate Mall LLC,R-832,NC Library Collection,0,RETL,1,GLA,RET
DMN001U2.130,DMN001,Domain Northside Retail,U2.130,"MAD Greens, LLC",2349,RETL,1,GLA,RET
DMN012OFFICE,DMN012,Domain Retail D1 Blk Z CA Inc,OFFICE,"Domain Junction 2, LLC",0,,1,GLA,
NW0021B125,NW0021,NW OFFICES ON SIX LP,B125,"American Special Risk, LLC",844,,1,RSF,OFF
NW1041400,NW1041,NW SIMMONS BUILDING LP,400,Hannover Life Reassurance Co.,19337,,1,RSF,OFF
DMN001W6.114,DMN001,Domain Northside Retail,W6.114,Bird's Barbershop,1113,RETL,1,GLA,RET
CRS001F6-H,CRS001,Blakeney Crossing,F6-H,City Cigar Co.,1104,,1,GLA,RET
NW1517700,NW1517,NW Franklin Park LLC,700,"Citizens Bank, N.A.",28223,,1,RSF,OFF
PKLN09200,PKLN09,Park Lane - Blk A Office,200,"Energy Transfer Equity, L.P.",0,,1,GLA,OFF
PKLN09500,PKLN09,Park Lane - Blk A Office,500,"Energy Transfer Equity, L.P.",0,,1,GLA,OFF
NW1041101,NW1041,NW SIMMONS BUILDING LP,101,Hannover Life Reassurance Co.,92,,1,RSF,OFF
P2006010,P200,NWALP PHOP Property Owner LLC,6010,"Texas Instruments, Inc.",0,,1,GLA,OFF
NW15038801,NW1503,NW 230 Congress Street Propert,8801,"Ellenzweig Associates, Inc.",12924,,1,RSF,OFF
PKLN09300,PKLN09,Park Lane - Blk A Office,300,"Energy Transfer Equity, L.P.",0,,1,GLA,OFF
PKLN09400,PKLN09,Park Lane - Blk A Office,400,"Energy Transfer Equity, L.P.",0,,1,GLA,OFF
P2005010,P200,NWALP PHOP Property Owner LLC,5010,Siemens Corporation,0,,1,GLA,OFF
NW1517600,NW1517,NW Franklin Park LLC,600,"Citizens Bank, N.A.",28223,,1,RSF,OFF
NW1026200,NW1026,NW FRENETTE BUILDING LP,200,"LendingTree, LLC",13069,,1,RSF,OFF
NW0021E200,NW0021,NW OFFICES ON SIX LP,E200,"Turner Law Firm, PLLC",1714,,1,RSF,OFF
DMN001X5.100,DMN001,Domain Northside Retail,X5.100,East Side King (Thai Kun),2500,RETL,1,GLA,RET
P2001040,P200,NWALP PHOP Property Owner LLC,1040,Epicurean Feast- Cafe Services,0,,1,GLA,OFF
P200200-14,P200,NWALP PHOP Property Owner LLC,200-14,"CBRE-NE, Mgmt Office",0,,1,GLA,OFF
NW0073575,NW0073,NW JJH BUILDING LP,575,"Blue Horseshoe Solutions, Inc.",5229,,1,RSF,OFF
PKLN09TELE,PKLN09,Park Lane - Blk A Office,TELE,Level 3 Communications,0,,1,GLA,ANT
NW1517STOREF,NW1517,NW Franklin Park LLC,STOREF,"UBS Financial Services, Inc.",220,,1,RSF,STG
BLK001C3-C,BLK001,Blakeney Retail,C3-C,"Vestique, LLC",1442,,1,GLA,RET
NW1517300,NW1517,NW Franklin Park LLC,300,"UBS Financial Services, Inc.",28223,,1,RSF,OFF
NW1517STOREJ,NW1517,NW Franklin Park LLC,STOREJ,"UBS Financial Services, Inc.",160,,1,RSF,STG
NW0021D100,NW0021,NW OFFICES ON SIX LP,D100,"Swim Across America, Inc.",700,,1,RSF,OFF
FFV001R-F102,FFV001,Freshfields Village,R-F102,Forty Eight - A Wine Bar,0,,1,GLA,RET
NRG001R-618,NRG001,NW Northgate Mall LLC,R-618,Laila (Soo Kim),0,RETL,1,GLA,RET
NRG001K-CT,NRG001,NW Northgate Mall LLC,K-CT,Verizon Wireless,0,RETL,1,GLA,RET
FFV001R-F101,FFV001,Freshfields Village,R-F101,Forty Eight - A Wine Bar (add'l space),0,,1,GLA,RET
NW0071125,NW0071,NW IRBY BUILDING LP,125,"Letourneau Enterprises, LLC",2992,,1,RSF,OFF
NW1040425,NW1040,NW CHANDLER BUILDING LP,425,"SSB Realty, LLC",5479,,1,RSF,OFF
NW1025210,NW1025,NW HALL BUILDING LP,210,"PrimePay, LLC",1606,,1,RSF,OFF
HSV001380,HSV001,Hillside Village,380,Dream Cafe,4610,RETL,1,GLA,RET
BLK001D6-C,BLK001,Blakeney Retail,D6-C,TCBY,1657,,1,GLA,RET
P2004010,P200,NWALP PHOP Property Owner LLC,4010,"Bowdoin Group, Inc",0,,1,GLA,OFF
DMN001V1.116,DMN001,Domain Northside Retail,V1.116,"CorePower Yoga, LLC",4000,RETL,1,GLA,RET
NW1035B,NW1035,NW TATE BUILDING LP,B,Nutri Most Carolina's LLC,0,,1,RSF,OFF
NRG001O-223,NRG001,NW Northgate Mall LLC,O-223,Sh'Bella Model and Talent,0,RETL,1,GLA,OFF
NW1018115,NW1018,NW RICHARDSON BUILDING LP,115,Yang Ming (America)Corporation,1386,,1,RSF,OFF
P2003030,P200,NWALP PHOP Property Owner LLC,3030,Gentle Communications,0,,1,GLA,OFF
NW0051BLDG,NW0051,NW BETSILL BUILDING LP,BLDG,Teachers Insurance & Annuity,146804,,1,RSF,OFF
FFV001R-O103,FFV001,Freshfields Village,R-O103,"Robert W. Haile, Dmd, Pa",0,,1,GLA,RET
NRG001R-650,NRG001,NW Northgate Mall LLC,R-650,Baron's II,0,RETL,1,GLA,RET
NW1012PARK,NW1012,NW BALLANTYNE TWO LP,PARK,YMCA of Greater Charlotte,0,,1,RSF,OFF
HSV001362,HSV001,Hillside Village,362,We Yogis,4000,RETL,1,GLA,RET
P460350,P460,460 Totten Pond,350,"Parker Gallini, LLC",0,,1,GLA,OFF
NW0106800,NW0106,NW WOODWARD BUILDING LP,800,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
NW0106900,NW0106,NW WOODWARD BUILDING LP,900,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
NW1001120,NW1001,NW BRIXHAM GREEN ONE LP,120,WELLS FARGO CORP PROPERTIES GR,1508,,1,RSF,OFF
P200STOR-02,P200,NWALP PHOP Property Owner LLC,STOR-02,Gentle Communications,0,,1,GLA,STG
NW1002460,NW1002,NW BRIXHAM GREEN TWO LP,460,"Caliber Home Loans, Inc.",3014,,1,RSF,OFF
NW1017575,NW1017,NW CULLMAN PARK LP,575,Greenway Residential Developme,1436,,1,RSF,OFF
P2006020,P200,NWALP PHOP Property Owner LLC,6020,Asahi Kasei Pharma America,0,,1,GLA,OFF
PKLN01225,PKLN01,Park Lane - 8070 Office,225,Kite Realty,0,,1,GLA,OFF
NRG001R-560,NRG001,NW Northgate Mall LLC,R-560,Tomo Japan (JD World),0,RETL,1,GLA,RET
PKLN02500,PKLN02,Park Lane - 8080 Office,500,"CBRE, Inc.",0,,1,GLA,OFF
NRG001K-51,NRG001,NW Northgate Mall LLC,K-51,Security Force (JD Tractor),0,RETL,1,GLA,RET
FFV001O-C201,FFV001,Freshfields Village,O-C201,Tommy Bahama R&R Holdings,0,,1,GLA,OFF
FFV001R-J101,FFV001,Freshfields Village,R-J101,Carealliance Health Services,0,,1,GLA,RET
PKLN06ROOF2,PKLN06,Park Lane - Blk E Retail,ROOF2,LOGIX-BLK E,0,ANTE,1,GLA,ANT
NW1026250,NW1026,NW FRENETTE BUILDING LP,250,ESPN Regional Television Inc,3643,,1,RSF,OFF
NRG001K-72,NRG001,NW Northgate Mall LLC,K-72,Crane Stacker (CTM Group),0,RETL,1,GLA,RET
PKLN02745,PKLN02,Park Lane - 8080 Office,745,"Edward D. Jones & Co., JP",0,,1,GLA,OFF
PKLN07A140,PKLN07,Park Lane - Blk A Retail,A140,J. Crew Factory,0,,1,GLA,RET
NW1017210,NW1017,NW CULLMAN PARK LP,210,Mutual of Omaha Insurance Comp,3705,,1,RSF,OFF
NW0071150,NW0071,NW IRBY BUILDING LP,150,"Advisors Asset Management, Inc",2671,,1,RSF,OFF
NW0045125,NW0045,NW GIBSON BUILDING LP,125,Central Piedmont Community Col,10125,,1,RSF,OFF
NW1022100,NW1022,NW BALLANTYNE THREE LP,100,"Snyder's-Lance, Inc",104747,,1,RSF,OFF
NW1002150,NW1002,NW BRIXHAM GREEN TWO LP,150,"Citizens Bank, N.A.",3801,,1,RSF,OFF
P460340,P460,460 Totten Pond,340,Pennsylvania Manufacturers' Assoc,0,,1,GLA,OFF
NRG001O-224,NRG001,NW Northgate Mall LLC,O-224,John Elkins Photography,0,RETL,1,GLA,OFF
CV00020105,CV0002,1180 Avenue of the Americas,105,Chick fil-A,2666,RETL,1,RSF,RET
CV000200B00,CV0002,1180 Avenue of the Americas,00B00,Chick fil-A,2794,BSMT,1,RSF,RET
NW1517900,NW1517,NW Franklin Park LLC,900,"Acadia Healthcare Company, Inc.",28223,,1,RSF,OFF
NW15171000,NW1517,NW Franklin Park LLC,1000,"Acadia Healthcare Company, Inc.",26092,,1,RSF,OFF
PKLN07A100,PKLN07,Park Lane - Blk A Retail,A100,Casual Male Retail Store LLC,0,,1,GLA,RET
NRG001K-61,NRG001,NW Northgate Mall LLC,K-61,Suncomm Wireless,0,RETL,1,GLA,RET
FFV001R-T105,FFV001,Freshfields Village,R-T105,Wells Fargo Bank NA,0,,1,GLA,RET
NW1012500,NW1012,NW BALLANTYNE TWO LP,500,"SUG Holdings, Inc.",4139,,1,RSF,OFF
PWP001120,PWP001,Prestonwood Place,120,Sunstone Yoga,0,RETL,1,GLA,RET
NW1035A,NW1035,NW TATE BUILDING LP,A,Ballantyne Medical Associates,4439,,1,RSF,OFF
NRG001O-602,NRG001,NW Northgate Mall LLC,O-602,Ava Hinton,0,RETL,1,GLA,OFF
NRG001R-568,NRG001,NW Northgate Mall LLC,R-568,Chopsticks,0,RETL,1,GLA,RET
WAVE01A101,WAVE01,Waverly Place,A101,CineBistro,27849,RETL,1,GLA,RET
NW0106600,NW0106,NW WOODWARD BUILDING LP,600,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
NW1517200,NW1517,NW Franklin Park LLC,200,Thompson Burton PLLC,9324,,1,RSF,OFF
NW1517STOREA,NW1517,NW Franklin Park LLC,STOREA,Thompson Burton PLLC,110,,1,RSF,STG
NRG001O-220B,NRG001,NW Northgate Mall LLC,O-220B,Dagenhart Consulting Service,0,RETL,1,GLA,OFF
PKLN01ROOF,PKLN01,Park Lane - 8070 Office,ROOF,LOGIX-8070,0,,1,GLA,ANT
NRG001R-654,NRG001,NW Northgate Mall LLC,R-654,Magic Nails,0,RETL,1,GLA,RET
CV00021910,CV0002,1180 Avenue of the Americas,1910,HNA Group North America,4455,OFF,1,RSF,OFF
NW1018300,NW1018,NW RICHARDSON BUILDING LP,300,"Navex Global, Inc.",30517,,1,RSF,OFF
NW1517210,NW1517,NW Franklin Park LLC,210,"Hachette Book Group, Inc.",10481,,1,RSF,OFF
FFV001R-J100,FFV001,Freshfields Village,R-J100,Vincent's Drug Store & Soda Fountain,0,,1,GLA,RET
P3006010,P300,NWALP PHOP Property Owner LLC,6010,Bankers Life & Caualty Co.,0,,1,GLA,OFF
PKLN078026,PKLN07,Park Lane - Blk A Retail,8026,Starbucks Corporation,0,,1,GLA,RET
NW1517400,NW1517,NW Franklin Park LLC,400,"HCA Management Services, L.P.",28223,,1,RSF,OFF
PKLN07100-8018,PKLN07,Park Lane - Blk A Retail,100-8018,Zoe's Kitchen,0,,1,GLA,RET
P460240,P460,460 Totten Pond,240,Genesis Genetics,0,,1,GLA,OFF
P400201,P400,400 Totten PondRoad,201,"Kaseya US Sales, LLC",0,,1,GLA,OFF
NW0021D175,NW0021,NW OFFICES ON SIX LP,D175,Wingate University,844,,1,RSF,OFF
NW1003280,NW1003,NW BRIXHAM GREEN THREE LP,280,"Netrocon Systems, LLC",1049,,1,RSF,OFF
PWP001156,PWP001,Prestonwood Place,156,Orange Theory Fitness,0,RETL,1,GLA,RET
NW0073500,NW0073,NW JJH BUILDING LP,500,"MORGAN REAL ESTATE, INC",4460,,1,RSF,OFF
NW1517500,NW1517,NW Franklin Park LLC,500,"Eco-Energy, LLC",28223,,1,RSF,OFF
NW1012550,NW1012,NW BALLANTYNE TWO LP,550,"Capitol Financial Solutions, LLC",2911,,1,RSF,OFF
NW10131,NW1013,NW RUSHMORE ONE LP,1,Retail Finance International,153724,,1,RSF,OFF
FFV001R-U106,FFV001,Freshfields Village,R-U106,Tommy Bahama Oxford,0,,1,GLA,RET
FFV001R-S100,FFV001,Freshfields Village,R-S100,Hege's Bistro,0,,1,GLA,RET
NW1517STOREB,NW1517,NW Franklin Park LLC,STOREB,"Eco-Energy, LLC",110,,1,RSF,STG
WAVE01C103,WAVE01,Waverly Place,C103,TFTC Academy,2287,RETL,1,GLA,RET
NW0071575,NW0071,NW IRBY BUILDING LP,575,"TD Bank, N.A.",5928,,1,RSF,OFF
NW0071400,NW0071,NW IRBY BUILDING LP,400,Vining Sparks IBG Ltd.,5074,,1,RSF,OFF
PKLN05C347,PKLN05,Park Lane - Blk B2/C/DF Retail,C347,Unleashed by Petco # 5423,0,,1,GLA,RET
NW1025225,NW1025,NW HALL BUILDING LP,225,THE CLOROX SALES COMPANY,6460,,1,RSF,OFF
P3003020,P300,NWALP PHOP Property Owner LLC,3020,Integrated Financial Partners,0,,1,GLA,OFF
NW1018120,NW1018,NW RICHARDSON BUILDING LP,120,"Riney Law Firm, PLLC",1410,,1,RSF,OFF
NW0075550,NW0075,NW EVERETT BUILDING LP,550,"Nestle USA, Inc.",9428,,1,RSF,OFF
NW1003450,NW1003,NW BRIXHAM GREEN THREE LP,450,Newport Retirement Services In,4623,,1,RSF,OFF
P3003010,P300,NWALP PHOP Property Owner LLC,3010,Integrated Financial Partners,0,,1,GLA,OFF
NW0076150,NW0076,NW CALHOUN BUILDING LP,150,Butler Weihmuller Katz Craig,5623,,1,RSF,OFF
PWP001104,PWP001,Prestonwood Place,104,Foot Spa,0,RETL,1,GLA,RET
NW15031105,NW1503,NW 230 Congress Street Propert,1105,"Kwench Juice Cafe, Inc.",500,,1,RSF,RET
HSV001314,HSV001,Hillside Village,314,Livingston Hearing Aid Center,3570,RETL,1,GLA,RET
NW0075150,NW0075,NW EVERETT BUILDING LP,150,ESA Management LLC,11883,,1,RSF,OFF
NW1001300,NW1001,NW BRIXHAM GREEN ONE LP,300,Frontier Healthcare Billing,11534,,1,RSF,OFF
NW0076300,NW0076,NW CALHOUN BUILDING LP,300,Ally Financial Inc.,26226,,1,RSF,OFF
CRS001F3-D,CRS001,Blakeney Crossing,F3-D,The UPS Store,1045,,1,GLA,RET
NRG001K-242(B),NRG001,NW Northgate Mall LLC,K-242(B),Canteen,0,RETL,1,GLA,RET
PKLN05B130,PKLN05,Park Lane - Blk B2/C/DF Retail,B130,Zyn22,0,,1,GLA,RET
NW15032202,NW1503,NW 230 Congress Street Propert,2202,Delphix Corp.,4807,,1,RSF,OFF
PKLN02ROOF2,PKLN02,Park Lane - 8080 Office,ROOF2,LOGIX-8080,0,,1,GLA,ANT
NW15081,NW1508,149-151 Pearl Street Owner LLC,1,Siam Bistro Thai Restaurant Corp.,1500,,1,RSF,RET
PKLN05C310,PKLN05,Park Lane - Blk B2/C/DF Retail,C310,Bar Louie,0,,1,GLA,RET
ffv002N100,ffv002,NW BBT LLC,N100,Branch Banking and Trust Company,0,,1,GLA,RET
NRG001O-227A&B,NRG001,NW Northgate Mall LLC,O-227A&B,Flashlight Beauty Academy,0,RETL,1,GLA,OFF
WAVE01D107,WAVE01,Waverly Place,D107,V's Barbershop,1185,RETL,1,GLA,RET
FFV001R-C104,FFV001,Freshfields Village,R-C104,Lilly Pullitzer,0,,1,GLA,RET
NW1017400,NW1017,NW CULLMAN PARK LP,400,Entropy Investment Managment,7161,,1,RSF,OFF
NW0106500,NW0106,NW WOODWARD BUILDING LP,500,METROPOLITAN LIFE INSURANCE CO,28421,,1,RSF,OFF
NW1012225,NW1012,NW BALLANTYNE TWO LP,225,Durso Capital Management Com,2074,,1,RSF,OFF
NW1012250,NW1012,NW BALLANTYNE TWO LP,250,NASH-NEWLAND LLC,4794,,1,RSF,OFF
NW0071430,NW0071,NW IRBY BUILDING LP,430,Philpott Ball & Werner Inc.,1912,,1,RSF,OFF
NW1017500,NW1017,NW CULLMAN PARK LP,500,"Burns and Wilcox, Ltd.",4904,,1,RSF,OFF
NW1002400,NW1002,NW BRIXHAM GREEN TWO LP,400,"FORM TECHNOLOGIES, INC.",15053,,1,RSF,OFF
WAVE01B103,WAVE01,Waverly Place,B103,Triangle Wine,6076,RETL,1,GLA,RET
NRG00290,NRG002,Northgate Shops,90,Sky Zone,0,RETL,1,GLA,RET
PKLN05C346,PKLN05,Park Lane - Blk B2/C/DF Retail,C346,The Derm Lounge,0,,1,GLA,RET
CV00021000,CV0002,1180 Avenue of the Americas,1000,"Scripps Networks, LLC",21813,OFF,1,RSF,OFF
CRS001F3-A,CRS001,Blakeney Crossing,F3-A,$3.99 Preferred Cleaners,1124,,1,GLA,RET
BLK001C6-B,BLK001,Blakeney Retail,C6-B,Pandora,1113,,1,GLA,RET
WAVE01C201,WAVE01,Waverly Place,C201,Toast Cafe,4113,RETL,1,GLA,RET
NW1503R0030,NW1503,NW 230 Congress Street Propert,R0030,"XO Communications Services, LLC",138,,1,RSF,OTHER
PKLN05C343,PKLN05,Park Lane - Blk B2/C/DF Retail,C343,Studio 6 Fitness,0,,1,GLA,RET
FFV001O-U207,FFV001,Freshfields Village,O-U207,Biz Hub,0,,1,GLA,OFF
BLK001AMS,BLK001,Blakeney Retail,AMS,Non Tenant Billing Account,0,OTHR,1,GLA,
NRG001O-232,NRG001,NW Northgate Mall LLC,O-232,Metro Carz,0,RETL,1,GLA,OFF
NW0045200,NW0045,NW GIBSON BUILDING LP,200,"WEEKLEY HOMES, LP",2317,,1,RSF,OFF
CRS001AMS,CRS001,Blakeney Crossing,AMS,Non-Tenant Billing,0,OTHR,1,GLA,
FFV001O-U212B,FFV001,Freshfields Village,O-U212B,Charleston County Sheriff,0,,1,GLA,OFF
FFV001R-E100,FFV001,Freshfields Village,R-E100,Seacoast Sports & Outfitters,0,,1,GLA,RET
NW0045PARK,NW0045,NW GIBSON BUILDING LP,PARK,Carolina Motor Club Inc,0,,1,RSF,PRK
PKLN06E110,PKLN06,Park Lane - Blk E Retail,E110,Fusion Learning,0,,1,GLA,RET
FFV001O-U211,FFV001,Freshfields Village,O-U211,Mgmt Ofc - Northwood Retail LLC,0,,1,GLA,OFF
NW1017200,NW1017,NW CULLMAN PARK LP,200,CH2MHILL Inc,14637,,1,RSF,OFF
NW1011205,NW1011,NW BALLANTYNE ONE LP,205,Ascension Marketing Group Inc,1761,,1,RSF,OFF
PKLN06E160,PKLN06,Park Lane - Blk E Retail,E160,Hair Fairies,0,,1,GLA,RET
P460170,P460,460 Totten Pond,170,"Sinocera Techonology USA, Inc.",0,,1,GLA,OFF
WAVE01LOT12,WAVE01,Waverly Place,LOT12,TMAC,0,OUTP,1,GLA,RET
BLK001E6-H,BLK001,Blakeney Retail,E6-H,Kay Jewelers #2857,2261,,1,GLA,RET
NRG001O-614,NRG001,NW Northgate Mall LLC,O-614,Emowellness,0,RETL,1,GLA,OFF
CRS001F4-C,CRS001,Blakeney Crossing,F4-C,Sweet 'n Sassy Cupcakes,1615,,1,GLA,RET
NW1503R0011,NW1503,NW 230 Congress Street Propert,R0011,"Crown Castle NG East, LLC",0,,1,RSF,OTHER
FFV001O-Q203,FFV001,Freshfields Village,O-Q203,Taylor Agency,0,,1,GLA,OFF
NW1025260,NW1025,NW HALL BUILDING LP,260,Goodman McGuffey LLP,1409,,1,RSF,OFF
WAVE01C214B,WAVE01,Waverly Place,C214B,Color Me Mine,1573,RETL,1,GLA,RET
WAVE01LOT10,WAVE01,Waverly Place,LOT10,Walgreens,0,OUTP,1,GLA,RET
NRG001O-660,NRG001,NW Northgate Mall LLC,O-660,Mt Calvary Living Word,0,RETL,1,GLA,OFF
NW0072300,NW0072,NW HAYES BUILDING LP,300,"Antrev, LLC",26135,,1,RSF,OFF
NRG001K-41,NRG001,NW Northgate Mall LLC,K-41,Prize Machines (CTM Group),0,RETL,1,GLA,RET
NW1040250,NW1040,NW CHANDLER BUILDING LP,250,Mitsubishi Nuclear Energy Syst,7491,,1,RSF,OFF
NW1003260,NW1003,NW BRIXHAM GREEN THREE LP,260,Syntelli Solutions Inc,1985,,1,RSF,OFF
NW0072250,NW0072,NW HAYES BUILDING LP,250,"Antrev, LLC",7561,,1,RSF,OFF
WAVE01D211,WAVE01,Waverly Place,D211,Violets Boutique,1642,RETL,1,GLA,RET
NW0073175,NW0073,NW JJH BUILDING LP,175,JF Restaurants LLC,3874,,1,RSF,OFF
NRG001R-218M,NRG001,NW Northgate Mall LLC,R-218M,Cinnamonster,0,RETL,1,GLA,RET
NRG001R-218,NRG001,NW Northgate Mall LLC,R-218,Cinnamonster,0,RETL,1,GLA,RET
FFV001O-E201,FFV001,Freshfields Village,O-E201,Seacoast Sports Storage,0,,1,GLA,OFF
PWP001105,PWP001,Prestonwood Place,105,iFratelli Pizza,0,RETL,1,GLA,RET
WAVE01C203,WAVE01,Waverly Place,C203,My Salon Suite,5785,RETL,1,GLA,RET
FFV001R-H102,FFV001,Freshfields Village,R-H102,Urban Nirvana Hair,0,,1,GLA,RET
FFV001R-U114,FFV001,Freshfields Village,R-U114,La Tela Pizzeria,0,,1,GLA,RET
NW1001110,NW1001,NW BRIXHAM GREEN ONE LP,110,WELLS FARGO CORP PROPERTIES GR,1232,,1,RSF,OFF
FFV001R-O107,FFV001,Freshfields Village,R-O107,Kiawah Island Real Estate,0,,1,GLA,RET
P200STOR-1,P200,NWALP PHOP Property Owner LLC,STOR-1,"CounterTack, Inc.",0,,1,GLA,STG
FFV001R-C103,FFV001,Freshfields Village,R-C103,Urban Nirvana,0,,1,GLA,RET
NRG001O-303A,NRG001,NW Northgate Mall LLC,O-303A,Mindful Bodies,0,RETL,1,GLA,OFF
CV00020202,CV0002,1180 Avenue of the Americas,202,Waterscape Resort LLC,3025,OFF,1,RSF,OFF
NRG001R-120,NRG001,NW Northgate Mall LLC,R-120,Kid's Foot Locker #46764,0,,1,GLA,RET
PKLN02740,PKLN02,Park Lane - 8080 Office,740,UCR Development Services LLC,0,,1,GLA,OFF
